                    *********************************************************************************
                    *  Z= 11 A= 16: Positive-Parity Spin-dependent Level Density [MeV-1] for NA 16  *
  18.00  1.691  1.16E+06 6.58E+05 7.60E+06 2.98E+04 5.58E+04 7.48E+04 8.52E+04 8.70E+04 8.13E+04 7.03E+04 5.67E+04 4.26E+04 2.99E+04 1.96E+04 1.20E+04 6.78E+03 3.53E+03 1.68E+03 7.23E+02 2.80E+02 9.46E+01 2.66E+01 5.96E+00 4.93E-02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.764  2.00E+06 1.02E+06 1.20E+07 4.51E+04 8.46E+04 1.14E+05 1.30E+05 1.34E+05 1.26E+05 1.10E+05 8.92E+04 6.80E+04 4.85E+04 3.23E+04 2.01E+04 1.16E+04 6.21E+03 3.06E+03 1.39E+03 5.83E+02 2.24E+02 7.75E+01 3.38E+01 1.62E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.830  3.24E+06 1.45E+06 1.70E+07 6.33E+04 1.19E+05 1.60E+05 1.83E+05 1.88E+05 1.77E+05 1.55E+05 1.26E+05 9.63E+04 6.87E+04 4.59E+04 2.86E+04 1.66E+04 8.93E+03 4.44E+03 2.02E+03 8.45E+02 3.19E+02 1.11E+02 3.60E+01 1.02E+01 3.15E+00 7.07E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.974  9.90E+06 3.88E+06 4.62E+07 1.65E+05 3.10E+05 4.20E+05 4.83E+05 4.99E+05 4.74E+05 4.18E+05 3.44E+05 2.66E+05 1.92E+05 1.30E+05 8.26E+04 4.88E+04 2.67E+04 1.35E+04 6.21E+03 2.60E+03 9.86E+02 3.49E+02 1.19E+02 4.15E+01 1.54E+01 2.44E-03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  2.090  2.71E+07 9.92E+06 1.20E+08 4.10E+05 7.72E+05 1.05E+06 1.21E+06 1.26E+06 1.20E+06 1.07E+06 8.88E+05 6.93E+05 5.09E+05 3.51E+05 2.27E+05 1.38E+05 7.76E+04 4.06E+04 1.95E+04 8.57E+03 3.38E+03 1.18E+03 3.59E+02 9.35E+01 1.96E+01 3.30E+00 7.92E-02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.308  1.96E+08 5.77E+07 7.15E+08 2.27E+06 4.29E+06 5.84E+06 6.80E+06 7.13E+06 6.89E+06 6.21E+06 5.25E+06 4.18E+06 3.14E+06 2.22E+06 1.48E+06 9.26E+05 5.44E+05 2.98E+05 1.52E+05 7.12E+04 3.06E+04 1.19E+04 4.09E+03 1.22E+03 2.98E+02 5.79E+01 7.68E+00 3.53E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  2.671  6.87E+09 1.28E+09 1.66E+10 4.58E+07 8.69E+07 1.19E+08 1.41E+08 1.50E+08 1.47E+08 1.36E+08 1.18E+08 9.74E+07 7.60E+07 5.63E+07 3.95E+07 2.63E+07 1.66E+07 9.87E+06 5.54E+06 2.91E+06 1.43E+06 6.54E+05 2.76E+05 1.06E+05 3.69E+04 1.14E+04 3.09E+03 7.04E+02 1.31E+02 1.79E+01 1.23E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  2.978  1.38E+11 2.49E+10 3.40E+11 8.13E+08 1.55E+09 2.14E+09 2.55E+09 2.76E+09 2.77E+09 2.61E+09 2.33E+09 1.97E+09 1.59E+09 1.23E+09 9.01E+08 6.32E+08 4.23E+08 2.69E+08 1.63E+08 9.38E+07 5.11E+07 2.63E+07 1.27E+07 5.74E+06 2.42E+06 9.39E+05 3.34E+05 1.08E+05 3.08E+04 7.68E+03 1.60E+03 2.65E+02 3.11E+01 1.71E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  3.222  2.22E+12 3.93E+11 5.59E+12 1.18E+10 2.26E+10 3.15E+10 3.78E+10 4.13E+10 4.20E+10 4.03E+10 3.67E+10 3.18E+10 2.64E+10 2.09E+10 1.59E+10 1.16E+10 8.11E+09 5.43E+09 3.48E+09 2.13E+09 1.24E+09 6.90E+08 3.65E+08 1.82E+08 8.61E+07 3.82E+07 1.58E+07 6.09E+06 2.16E+06 6.95E+05 2.00E+05 5.07E+04 1.09E+04 1.87E+03 2.33E+02 1.60E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  3.447  3.16E+13 5.48E+12 8.11E+13 1.54E+11 2.95E+11 4.13E+11 4.99E+11 5.50E+11 5.66E+11 5.51E+11 5.09E+11 4.50E+11 3.81E+11 3.10E+11 2.43E+11 1.82E+11 1.32E+11 9.18E+10 6.13E+10 3.94E+10 2.43E+10 1.43E+10 8.08E+09 4.36E+09 2.24E+09 1.09E+09 5.04E+08 2.19E+08 8.97E+07 3.42E+07 1.21E+07 3.90E+06 1.14E+06 2.98E+05 6.75E+04 1.28E+04 1.91E+03 1.96E+02 9.35E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  3.629  3.59E+14 5.99E+13 9.15E+14 1.58E+12 3.04E+12 4.27E+12 5.19E+12 5.77E+12 5.99E+12 5.89E+12 5.52E+12 4.95E+12 4.27E+12 3.54E+12 2.83E+12 2.18E+12 1.62E+12 1.16E+12 7.99E+11 5.32E+11 3.41E+11 2.10E+11 1.25E+11 7.09E+10 3.86E+10 2.01E+10 1.00E+10 4.74E+09 2.13E+09 9.04E+08 3.61E+08 1.35E+08 4.68E+07 1.50E+07 4.36E+06 1.14E+06 2.63E+05 5.17E+04 8.35E+03 1.02E+03 8.18E+01 5.57E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  3.790  3.88E+15 6.45E+14 1.01E+16 1.60E+13 3.09E+13 4.35E+13 5.33E+13 5.96E+13 6.24E+13 6.19E+13 5.87E+13 5.34E+13 4.67E+13 3.94E+13 3.20E+13 2.52E+13 1.92E+13 1.41E+13 1.00E+13 6.86E+12 4.55E+12 2.91E+12 1.80E+12 1.07E+12 6.11E+11 3.36E+11 1.77E+11 8.97E+10 4.33E+10 1.99E+10 8.70E+09 3.60E+09 1.40E+09 5.12E+08 1.74E+08 5.47E+07 1.57E+07 4.08E+06 9.39E+05 1.88E+05 3.18E+04 4.35E+03 4.55E+02 3.22E+01 7.78E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  3.932  3.57E+16 5.73E+15 9.25E+16 1.35E+14 2.61E+14 3.70E+14 4.54E+14 5.10E+14 5.38E+14 5.39E+14 5.15E+14 4.74E+14 4.19E+14 3.59E+14 2.96E+14 2.37E+14 1.84E+14 1.38E+14 1.00E+14 7.03E+13 4.79E+13 3.15E+13 2.01E+13 1.24E+13 7.35E+12 4.21E+12 2.32E+12 1.23E+12 6.28E+11 3.06E+11 1.43E+11 6.34E+10 2.68E+10 1.07E+10 4.02E+09 1.41E+09 4.63E+08 1.40E+08 3.86E+07 9.58E+06 2.10E+06 3.94E+05 6.11E+04 7.29E+03 5.84E+02 2.07E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  4.060  2.89E+17 4.50E+16 7.42E+17 1.02E+15 1.97E+15 2.80E+15 3.45E+15 3.89E+15 4.12E+15 4.15E+15 4.00E+15 3.71E+15 3.31E+15 2.86E+15 2.40E+15 1.94E+15 1.53E+15 1.16E+15 8.60E+14 6.17E+14 4.29E+14 2.89E+14 1.89E+14 1.20E+14 7.33E+13 4.34E+13 2.48E+13 1.37E+13 7.27E+12 3.71E+12 1.82E+12 8.55E+11 3.84E+11 1.64E+11 6.66E+10 2.56E+10 9.23E+09 3.12E+09 9.79E+08 2.83E+08 7.44E+07 1.76E+07 3.65E+06 6.48E+05 9.49E+04 1.07E+04 8.31E+02 3.14E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  4.177  1.77E+18 2.51E+17 4.21E+18 5.47E+15 1.06E+16 1.51E+16 1.86E+16 2.11E+16 2.24E+16 2.27E+16 2.20E+16 2.06E+16 1.85E+16 1.62E+16 1.37E+16 1.12E+16 8.92E+15 6.89E+15 5.18E+15 3.77E+15 2.67E+15 1.84E+15 1.23E+15 7.93E+14 4.98E+14 3.02E+14 1.78E+14 1.01E+14 5.56E+13 2.95E+13 1.50E+13 7.38E+12 3.47E+12 1.56E+12 6.72E+11 2.75E+11 1.07E+11 3.90E+10 1.34E+10 4.29E+09 1.27E+09 3.46E+08 8.53E+07 1.87E+07 3.58E+06 5.79E+05 7.55E+04 7.32E+03 4.54E+02 1.31E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  4.285  9.46E+18 1.29E+18 2.20E+19 2.71E+16 5.26E+16 7.49E+16 9.28E+16 1.06E+17 1.13E+17 1.15E+17 1.12E+17 1.05E+17 9.55E+16 8.40E+16 7.16E+16 5.93E+16 4.77E+16 3.73E+16 2.84E+16 2.10E+16 1.51E+16 1.05E+16 7.16E+15 4.73E+15 3.03E+15 1.88E+15 1.14E+15 6.64E+14 3.76E+14 2.05E+14 1.08E+14 5.51E+13 2.70E+13 1.27E+13 5.73E+12 2.47E+12 1.01E+12 3.96E+11 1.46E+11 5.07E+10 1.65E+10 4.99E+09 1.39E+09 3.53E+08 8.05E+07 1.62E+07 2.80E+06 4.01E+05 4.48E+04 3.50E+03 1.50E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  4.384  4.66E+19 6.14E+18 1.07E+20 1.26E+17 2.44E+17 3.47E+17 4.31E+17 4.92E+17 5.28E+17 5.39E+17 5.28E+17 4.99E+17 4.56E+17 4.04E+17 3.47E+17 2.90E+17 2.36E+17 1.86E+17 1.43E+17 1.07E+17 7.81E+16 5.54E+16 3.83E+16 2.57E+16 1.68E+16 1.06E+16 6.56E+15 3.92E+15 2.27E+15 1.28E+15 6.94E+14 3.64E+14 1.85E+14 9.01E+13 4.23E+13 1.91E+13 8.21E+12 3.38E+12 1.32E+12 4.91E+11 1.72E+11 5.65E+10 1.73E+10 4.91E+09 1.28E+09 3.01E+08 6.30E+07 1.15E+07 1.78E+06 2.22E+05 2.07E+04 1.26E+03 3.46E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  4.475  2.14E+20 2.74E+19 4.84E+20 5.45E+17 1.06E+18 1.51E+18 1.88E+18 2.15E+18 2.31E+18 2.37E+18 2.33E+18 2.22E+18 2.04E+18 1.81E+18 1.57E+18 1.32E+18 1.08E+18 8.64E+17 6.71E+17 5.08E+17 3.75E+17 2.69E+17 1.88E+17 1.28E+17 8.52E+16 5.50E+16 3.46E+16 2.11E+16 1.25E+16 7.19E+15 4.01E+15 2.16E+15 1.13E+15 5.69E+14 2.77E+14 1.29E+14 5.81E+13 2.50E+13 1.03E+13 4.04E+12 1.50E+12 5.29E+11 1.75E+11 5.42E+10 1.56E+10 4.12E+09 9.92E+08 2.15E+08 4.09E+07 6.70E+06 9.12E+05 9.79E+04 7.68E+03 3.89E+02 1.01E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  4.560  9.28E+20 1.15E+20 2.06E+21 2.23E+18 4.34E+18 6.20E+18 7.73E+18 8.85E+18 9.55E+18 9.83E+18 9.71E+18 9.26E+18 8.55E+18 7.66E+18 6.67E+18 5.66E+18 4.67E+18 3.75E+18 2.94E+18 2.25E+18 1.68E+18 1.22E+18 8.63E+17 5.96E+17 4.01E+17 2.63E+17 1.68E+17 1.04E+17 6.31E+16 3.70E+16 2.11E+16 1.17E+16 6.26E+15 3.24E+15 1.63E+15 7.86E+14 3.66E+14 1.64E+14 7.03E+13 2.89E+13 1.13E+13 4.22E+12 1.49E+12 4.94E+11 1.54E+11 4.46E+10 1.19E+10 2.92E+09 6.45E+08 1.26E+08 2.15E+07 3.06E+06 3.51E+05 3.01E+04 1.72E+03 5.64E+01 4.02E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
