## header:
##   title: Th232(p,x) nuclear model parameters
##   source: TALYS-2.2
##   user: Arjan Koning
##   date: 2026-01-14
##   format: YANDF-0.4
## target:
##   Z: 90
##   A: 232
##   nuclide: Th232 
## residual:
##   Z: 91
##   A: 233
##   nuclide: Pa233 
## parameters: 
##   level density
a                91 233  14.75839
aadjust          91 233   1.00000
gammald          91 233   0.07697
pair             91 233   0.78615
class2width      85 225   0.20000  1
Rtransmom        85 225   0.60000  1
Rclass2mom       85 225   1.00000  1
bdamp            85 225   0.01000  2
bdampadjust      85 225   1.00000  2
class2width      85 225   0.20000  2
Rtransmom        85 225   1.00000  2
Rclass2mom       85 225   1.00000  2
bdamp            85 225   0.01000  3
bdampadjust      85 225   1.00000  3
Rtransmom        85 225   1.00000  3
Rclass2mom       85 225   1.00000  3
## residual:
##   Z: 85
##   A: 224
##   nuclide: At224 
## parameters: 
##   level density
a                85 224  17.15049
aadjust          85 224   1.00000
gammald          85 224   0.07799
pair             85 224   0.00000
Pshift           85 224   0.00000   0
Pshiftadjust     85 224   0.00000   0
deltaW           85 224   4.56480   0
T                85 224   0.31936   0
E0               85 224  -1.03356   0
Exmatch          85 224   2.12240   0
Tadjust          85 224   1.00000   0
E0adjust         85 224   1.00000   0
Exmatchadjust    85 224   1.00000   0
Ntop             85 224  30   0
Nlow             85 224   2   0
s2adjust         85 224   1.00000   0
ctable           85 224   0.00000   0
ptable           85 224   0.00000   0
ctableadjust     85 224   0.00000   0
ptableadjust     85 224   0.00000   0
Ufermi           85 224  30.00000   0
cfermi           85 224   5.00000   0
Krotconstant     85 224   1.00000   0
Pshift           85 224   0.00000   1
Pshiftadjust     85 224   0.00000   1
deltaW           85 224   1.50000   1
T                85 224   0.31936   1
E0               85 224  -0.67407   1
Exmatch          85 224   1.49452   1
Tadjust          85 224   1.00000   1
E0adjust         85 224   1.00000   1
Exmatchadjust    85 224   1.00000   1
Ntop             85 224   1   1
Nlow             85 224   0   1
s2adjust         85 224   1.00000   1
ctable           85 224   0.00000   1
ptable           85 224   0.00000   1
ctableadjust     85 224   0.00000   1
ptableadjust     85 224   0.00000   1
Ufermi           85 224  45.00000   1
cfermi           85 224   5.00000   1
Krotconstant     85 224   1.00000   1
Pshift           85 224   0.00000   2
Pshiftadjust     85 224   0.00000   2
deltaW           85 224   0.60000   2
T                85 224   0.31936   2
E0               85 224  -0.58877   2
Exmatch          85 224   1.26483   2
Tadjust          85 224   1.00000   2
E0adjust         85 224   1.00000   2
Exmatchadjust    85 224   1.00000   2
Ntop             85 224   1   2
Nlow             85 224   0   2
s2adjust         85 224   1.00000   2
ctable           85 224   0.00000   2
ptable           85 224   0.00000   2
ctableadjust     85 224   0.00000   2
ptableadjust     85 224   0.00000   2
Ufermi           85 224  45.00000   2
cfermi           85 224   5.00000   2
Krotconstant     85 224   1.00000   2
Pshift           85 224   0.00000   3
Pshiftadjust     85 224   0.00000   3
deltaW           85 224   0.60000   3
T                85 224   0.31936   3
E0               85 224  -0.60515   3
Exmatch          85 224   1.26482   3
Tadjust          85 224   1.00000   3
E0adjust         85 224   1.00000   3
Exmatchadjust    85 224   1.00000   3
Ntop             85 224   1   3
Nlow             85 224   0   3
s2adjust         85 224   1.00000   3
ctable           85 224   0.00000   3
ptable           85 224   0.00000   3
ctableadjust     85 224   0.00000   3
ptableadjust     85 224   0.00000   3
Ufermi           85 224  45.00000   3
cfermi           85 224   5.00000   3
Krotconstant     85 224   1.00000   3
g                85 224  14.93333
gp               85 224   5.66667
gn               85 224   9.26667
gnadjust         85 224   1.00000
gpadjust         85 224   1.00000
gadjust          85 224   1.00000
Risomer          85 224   1.00000
## parameters: 
##   photon strength function
gamgam           85 224   0.00000
gamgamadjust     85 224   1.00000
etable           85 224   0.00000 E1
ftable           85 224   1.00000 E1
wtable           85 224   1.00000 E1
etableadjust     85 224   0.00000 E1
ftableadjust     85 224   1.00000 E1
wtableadjust     85 224   1.00000 E1
upbendc          85 224 3.50000E-08 M1
upbende          85 224 8.00000E-01 M1
upbendf          85 224 6.00000E+00 M1
upbendcadjust    85 224 1.00000E+00 M1
upbendeadjust    85 224 1.00000E+00 M1
upbendfadjust    85 224 1.00000E+00 M1
sgr              85 224   2.727 M1
egr              85 224   7.304 M1
ggr              85 224   4.000 M1
sgradjust        85 224   1.000 M1
egradjust        85 224   1.000 M1
ggradjust        85 224   1.000 M1
etable           85 224   0.00000 E2
ftable           85 224   1.00000 E2
wtable           85 224   1.00000 E2
etableadjust     85 224   0.00000 E2
ftableadjust     85 224   1.00000 E2
wtableadjust     85 224   1.00000 E2
upbendc          85 224 0.00000E+00 M2
upbende          85 224 0.00000E+00 M2
upbendf          85 224 0.00000E+00 M2
upbendcadjust    85 224 1.00000E+00 M2
upbendeadjust    85 224 1.00000E+00 M2
upbendfadjust    85 224 1.00000E+00 M2
sgr              85 224   0.002 M2
egr              85 224   7.304 M2
ggr              85 224   4.000 M2
sgradjust        85 224   1.000 M2
egradjust        85 224   1.000 M2
ggradjust        85 224   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       85 224   1.00000
vfiscor          85 224   1.00000
rmiufiscor       85 224   1.00000
betafiscoradjust   85 224   1.00000
vfiscoradjust    85 224   1.00000
rmiufiscoradjust   85 224   1.00000
bdamp            85 224   0.01000  1
bdampadjust      85 224   1.00000  1
class2width      85 224   0.20000  1
Rtransmom        85 224   0.60000  1
Rclass2mom       85 224   1.00000  1
bdamp            85 224   0.01000  2
bdampadjust      85 224   1.00000  2
class2width      85 224   0.20000  2
Rtransmom        85 224   1.00000  2
Rclass2mom       85 224   1.00000  2
bdamp            85 224   0.01000  3
bdampadjust      85 224   1.00000  3
Rtransmom        85 224   1.00000  3
Rclass2mom       85 224   1.00000  3
## residual:
##   Z: 85
##   A: 223
##   nuclide: At223 
## parameters: 
##   level density
a                85 223  16.44789
aadjust          85 223   1.00000
gammald          85 223   0.07810
pair             85 223   0.80358
Pshift           85 223   0.00000   0
Pshiftadjust     85 223   0.00000   0
deltaW           85 223   3.97608   0
T                85 223   0.32986   0
E0               85 223  -0.25456   0
Exmatch          85 223   2.97423   0
Tadjust          85 223   1.00000   0
E0adjust         85 223   1.00000   0
Exmatchadjust    85 223   1.00000   0
Ntop             85 223  30   0
Nlow             85 223   2   0
s2adjust         85 223   1.00000   0
ctable           85 223   0.00000   0
ptable           85 223   0.00000   0
ctableadjust     85 223   0.00000   0
ptableadjust     85 223   0.00000   0
Ufermi           85 223  30.00000   0
cfermi           85 223   5.00000   0
Krotconstant     85 223   1.00000   0
Pshift           85 223   0.00000   1
Pshiftadjust     85 223   0.00000   1
deltaW           85 223   1.50000   1
T                85 223   0.32986   1
E0               85 223   0.04696   1
Exmatch          85 223   2.44800   1
Tadjust          85 223   1.00000   1
E0adjust         85 223   1.00000   1
Exmatchadjust    85 223   1.00000   1
Ntop             85 223   1   1
Nlow             85 223   0   1
s2adjust         85 223   1.00000   1
ctable           85 223   0.00000   1
ptable           85 223   0.00000   1
ctableadjust     85 223   0.00000   1
ptableadjust     85 223   0.00000   1
Ufermi           85 223  45.00000   1
cfermi           85 223   5.00000   1
Krotconstant     85 223   1.00000   1
g                85 223  14.86667
gp               85 223   5.66667
gn               85 223   9.20000
gnadjust         85 223   1.00000
gpadjust         85 223   1.00000
gadjust          85 223   1.00000
Risomer          85 223   1.00000
## parameters: 
##   photon strength function
gamgam           85 223   0.00000
gamgamadjust     85 223   1.00000
etable           85 223   0.00000 E1
ftable           85 223   1.00000 E1
wtable           85 223   1.00000 E1
etableadjust     85 223   0.00000 E1
ftableadjust     85 223   1.00000 E1
wtableadjust     85 223   1.00000 E1
upbendc          85 223 3.50000E-08 M1
upbende          85 223 8.00000E-01 M1
upbendf          85 223 6.00000E+00 M1
upbendcadjust    85 223 1.00000E+00 M1
upbendeadjust    85 223 1.00000E+00 M1
upbendfadjust    85 223 1.00000E+00 M1
sgr              85 223   2.717 M1
egr              85 223   7.310 M1
ggr              85 223   4.000 M1
sgradjust        85 223   1.000 M1
egradjust        85 223   1.000 M1
ggradjust        85 223   1.000 M1
etable           85 223   0.00000 E2
ftable           85 223   1.00000 E2
wtable           85 223   1.00000 E2
etableadjust     85 223   0.00000 E2
ftableadjust     85 223   1.00000 E2
wtableadjust     85 223   1.00000 E2
upbendc          85 223 0.00000E+00 M2
upbende          85 223 0.00000E+00 M2
upbendf          85 223 0.00000E+00 M2
upbendcadjust    85 223 1.00000E+00 M2
upbendeadjust    85 223 1.00000E+00 M2
upbendfadjust    85 223 1.00000E+00 M2
sgr              85 223   0.002 M2
egr              85 223   7.310 M2
ggr              85 223   4.000 M2
sgradjust        85 223   1.000 M2
egradjust        85 223   1.000 M2
ggradjust        85 223   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       85 223   1.00000
vfiscor          85 223   1.00000
rmiufiscor       85 223   1.00000
betafiscoradjust   85 223   1.00000
vfiscoradjust    85 223   1.00000
rmiufiscoradjust   85 223   1.00000
bdamp            85 223   0.01000  1
bdampadjust      85 223   1.00000  1
Rtransmom        85 223   0.60000  1
Rclass2mom       85 223   1.00000  1
## residual:
##   Z: 85
##   A: 222
##   nuclide: At222 
## parameters: 
##   level density
a                85 222  16.17285
aadjust          85 222   1.00000
gammald          85 222   0.07822
pair             85 222   0.00000
Pshift           85 222   0.00000   0
Pshiftadjust     85 222   0.00000   0
deltaW           85 222   3.59519   0
T                85 222   0.33737   0
E0               85 222  -1.07596   0
Exmatch          85 222   2.20606   0
Tadjust          85 222   1.00000   0
E0adjust         85 222   1.00000   0
Exmatchadjust    85 222   1.00000   0
Ntop             85 222  30   0
Nlow             85 222   2   0
s2adjust         85 222   1.00000   0
ctable           85 222   0.00000   0
ptable           85 222   0.00000   0
ctableadjust     85 222   0.00000   0
ptableadjust     85 222   0.00000   0
Ufermi           85 222  30.00000   0
cfermi           85 222   5.00000   0
Krotconstant     85 222   1.00000   0
Pshift           85 222   0.00000   1
Pshiftadjust     85 222   0.00000   1
deltaW           85 222   1.50000   1
T                85 222   0.33737   1
E0               85 222  -0.81616   1
Exmatch          85 222   1.74878   1
Tadjust          85 222   1.00000   1
E0adjust         85 222   1.00000   1
Exmatchadjust    85 222   1.00000   1
Ntop             85 222   1   1
Nlow             85 222   0   1
s2adjust         85 222   1.00000   1
ctable           85 222   0.00000   1
ptable           85 222   0.00000   1
ctableadjust     85 222   0.00000   1
ptableadjust     85 222   0.00000   1
Ufermi           85 222  45.00000   1
cfermi           85 222   5.00000   1
Krotconstant     85 222   1.00000   1
Pshift           85 222   0.00000   2
Pshiftadjust     85 222   0.00000   2
deltaW           85 222   0.60000   2
T                85 222   0.33737   2
E0               85 222  -0.71475   2
Exmatch          85 222   1.51599   2
Tadjust          85 222   1.00000   2
E0adjust         85 222   1.00000   2
Exmatchadjust    85 222   1.00000   2
Ntop             85 222   1   2
Nlow             85 222   0   2
s2adjust         85 222   1.00000   2
ctable           85 222   0.00000   2
ptable           85 222   0.00000   2
ctableadjust     85 222   0.00000   2
ptableadjust     85 222   0.00000   2
Ufermi           85 222  45.00000   2
cfermi           85 222   5.00000   2
Krotconstant     85 222   1.00000   2
Pshift           85 222   0.00000   3
Pshiftadjust     85 222   0.00000   3
deltaW           85 222   0.60000   3
T                85 222   0.33737   3
E0               85 222  -0.73206   3
Exmatch          85 222   1.51599   3
Tadjust          85 222   1.00000   3
E0adjust         85 222   1.00000   3
Exmatchadjust    85 222   1.00000   3
Ntop             85 222   1   3
Nlow             85 222   0   3
s2adjust         85 222   1.00000   3
ctable           85 222   0.00000   3
ptable           85 222   0.00000   3
ctableadjust     85 222   0.00000   3
ptableadjust     85 222   0.00000   3
Ufermi           85 222  45.00000   3
cfermi           85 222   5.00000   3
Krotconstant     85 222   1.00000   3
g                85 222  14.80000
gp               85 222   5.66667
gn               85 222   9.13333
gnadjust         85 222   1.00000
gpadjust         85 222   1.00000
gadjust          85 222   1.00000
Risomer          85 222   1.00000
## parameters: 
##   photon strength function
gamgam           85 222   0.00000
gamgamadjust     85 222   1.00000
etable           85 222   0.00000 E1
ftable           85 222   1.00000 E1
wtable           85 222   1.00000 E1
etableadjust     85 222   0.00000 E1
ftableadjust     85 222   1.00000 E1
wtableadjust     85 222   1.00000 E1
upbendc          85 222 3.50000E-08 M1
upbende          85 222 8.00000E-01 M1
upbendf          85 222 6.00000E+00 M1
upbendcadjust    85 222 1.00000E+00 M1
upbendeadjust    85 222 1.00000E+00 M1
upbendfadjust    85 222 1.00000E+00 M1
sgr              85 222   2.707 M1
egr              85 222   7.315 M1
ggr              85 222   4.000 M1
sgradjust        85 222   1.000 M1
egradjust        85 222   1.000 M1
ggradjust        85 222   1.000 M1
etable           85 222   0.00000 E2
ftable           85 222   1.00000 E2
wtable           85 222   1.00000 E2
etableadjust     85 222   0.00000 E2
ftableadjust     85 222   1.00000 E2
wtableadjust     85 222   1.00000 E2
upbendc          85 222 0.00000E+00 M2
upbende          85 222 0.00000E+00 M2
upbendf          85 222 0.00000E+00 M2
upbendcadjust    85 222 1.00000E+00 M2
upbendeadjust    85 222 1.00000E+00 M2
upbendfadjust    85 222 1.00000E+00 M2
sgr              85 222   0.002 M2
egr              85 222   7.315 M2
ggr              85 222   4.000 M2
sgradjust        85 222   1.000 M2
egradjust        85 222   1.000 M2
ggradjust        85 222   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       85 222   1.00000
vfiscor          85 222   1.00000
rmiufiscor       85 222   1.00000
betafiscoradjust   85 222   1.00000
vfiscoradjust    85 222   1.00000
rmiufiscoradjust   85 222   1.00000
bdamp            85 222   0.01000  1
bdampadjust      85 222   1.00000  1
class2width      85 222   0.20000  1
Rtransmom        85 222   0.60000  1
Rclass2mom       85 222   1.00000  1
bdamp            85 222   0.01000  2
bdampadjust      85 222   1.00000  2
class2width      85 222   0.20000  2
Rtransmom        85 222   1.00000  2
Rclass2mom       85 222   1.00000  2
bdamp            85 222   0.01000  3
bdampadjust      85 222   1.00000  3
Rtransmom        85 222   1.00000  3
Rclass2mom       85 222   1.00000  3
## residual:
##   Z: 85
##   A: 221
##   nuclide: At221 
## parameters: 
##   level density
a                85 221  15.39503
aadjust          85 221   1.00000
gammald          85 221   0.07834
pair             85 221   0.80721
Pshift           85 221   0.00000   0
Pshiftadjust     85 221   0.00000   0
deltaW           85 221   2.86701   0
T                85 221   0.35139   0
E0               85 221  -0.29971   0
Exmatch          85 221   3.07502   0
Tadjust          85 221   1.00000   0
E0adjust         85 221   1.00000   0
Exmatchadjust    85 221   1.00000   0
Ntop             85 221  30   0
Nlow             85 221   2   0
s2adjust         85 221   1.00000   0
ctable           85 221   0.00000   0
ptable           85 221   0.00000   0
ctableadjust     85 221   0.00000   0
ptableadjust     85 221   0.00000   0
Ufermi           85 221  30.00000   0
cfermi           85 221   5.00000   0
Krotconstant     85 221   1.00000   0
Pshift           85 221   0.00000   1
Pshiftadjust     85 221   0.00000   1
deltaW           85 221   1.50000   1
T                85 221   0.35139   1
E0               85 221  -0.13347   1
Exmatch          85 221   2.76267   1
Tadjust          85 221   1.00000   1
E0adjust         85 221   1.00000   1
Exmatchadjust    85 221   1.00000   1
Ntop             85 221   1   1
Nlow             85 221   0   1
s2adjust         85 221   1.00000   1
ctable           85 221   0.00000   1
ptable           85 221   0.00000   1
ctableadjust     85 221   0.00000   1
ptableadjust     85 221   0.00000   1
Ufermi           85 221  45.00000   1
cfermi           85 221   5.00000   1
Krotconstant     85 221   1.00000   1
Pshift           85 221   0.00000   2
Pshiftadjust     85 221   0.00000   2
deltaW           85 221   0.60000   2
T                85 221   0.35139   2
E0               85 221  -0.01878   2
Exmatch          85 221   2.52754   2
Tadjust          85 221   1.00000   2
E0adjust         85 221   1.00000   2
Exmatchadjust    85 221   1.00000   2
Ntop             85 221   1   2
Nlow             85 221   0   2
s2adjust         85 221   1.00000   2
ctable           85 221   0.00000   2
ptable           85 221   0.00000   2
ctableadjust     85 221   0.00000   2
ptableadjust     85 221   0.00000   2
Ufermi           85 221  45.00000   2
cfermi           85 221   5.00000   2
Krotconstant     85 221   1.00000   2
g                85 221  14.73333
gp               85 221   5.66667
gn               85 221   9.06667
gnadjust         85 221   1.00000
gpadjust         85 221   1.00000
gadjust          85 221   1.00000
Risomer          85 221   1.00000
## parameters: 
##   photon strength function
gamgam           85 221   0.00000
gamgamadjust     85 221   1.00000
etable           85 221   0.00000 E1
ftable           85 221   1.00000 E1
wtable           85 221   1.00000 E1
etableadjust     85 221   0.00000 E1
ftableadjust     85 221   1.00000 E1
wtableadjust     85 221   1.00000 E1
upbendc          85 221 3.50000E-08 M1
upbende          85 221 8.00000E-01 M1
upbendf          85 221 6.00000E+00 M1
upbendcadjust    85 221 1.00000E+00 M1
upbendeadjust    85 221 1.00000E+00 M1
upbendfadjust    85 221 1.00000E+00 M1
sgr              85 221   2.696 M1
egr              85 221   7.320 M1
ggr              85 221   4.000 M1
sgradjust        85 221   1.000 M1
egradjust        85 221   1.000 M1
ggradjust        85 221   1.000 M1
etable           85 221   0.00000 E2
ftable           85 221   1.00000 E2
wtable           85 221   1.00000 E2
etableadjust     85 221   0.00000 E2
ftableadjust     85 221   1.00000 E2
wtableadjust     85 221   1.00000 E2
upbendc          85 221 0.00000E+00 M2
upbende          85 221 0.00000E+00 M2
upbendf          85 221 0.00000E+00 M2
upbendcadjust    85 221 1.00000E+00 M2
upbendeadjust    85 221 1.00000E+00 M2
upbendfadjust    85 221 1.00000E+00 M2
sgr              85 221   0.002 M2
egr              85 221   7.320 M2
ggr              85 221   4.000 M2
sgradjust        85 221   1.000 M2
egradjust        85 221   1.000 M2
ggradjust        85 221   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       85 221   1.00000
vfiscor          85 221   1.00000
rmiufiscor       85 221   1.00000
betafiscoradjust   85 221   1.00000
vfiscoradjust    85 221   1.00000
rmiufiscoradjust   85 221   1.00000
bdamp            85 221   0.01000  1
bdampadjust      85 221   1.00000  1
class2width      85 221   0.20000  1
Rtransmom        85 221   0.60000  1
Rclass2mom       85 221   1.00000  1
bdamp            85 221   0.01000  2
bdampadjust      85 221   1.00000  2
Rtransmom        85 221   1.00000  2
Rclass2mom       85 221   1.00000  2
## residual:
##   Z: 85
##   A: 220
##   nuclide: At220 
## parameters: 
##   level density
a                85 220  14.91404
aadjust          85 220   1.00000
gammald          85 220   0.07846
pair             85 220   0.00000
Pshift           85 220   0.00000   0
Pshiftadjust     85 220   0.00000   0
deltaW           85 220   2.29214   0
T                85 220   0.36345   0
E0               85 220  -1.13474   0
Exmatch          85 220   2.32128   0
Tadjust          85 220   1.00000   0
E0adjust         85 220   1.00000   0
Exmatchadjust    85 220   1.00000   0
Ntop             85 220  30   0
Nlow             85 220   2   0
s2adjust         85 220   1.00000   0
ctable           85 220   0.00000   0
ptable           85 220   0.00000   0
ctableadjust     85 220   0.00000   0
ptableadjust     85 220   0.00000   0
Ufermi           85 220  30.00000   0
cfermi           85 220   5.00000   0
Krotconstant     85 220   1.00000   0
Pshift           85 220   0.00000   1
Pshiftadjust     85 220   0.00000   1
deltaW           85 220   1.50000   1
T                85 220   0.36345   1
E0               85 220  -1.05275   1
Exmatch          85 220   2.13339   1
Tadjust          85 220   1.00000   1
E0adjust         85 220   1.00000   1
Exmatchadjust    85 220   1.00000   1
Ntop             85 220   1   1
Nlow             85 220   0   1
s2adjust         85 220   1.00000   1
ctable           85 220   0.00000   1
ptable           85 220   0.00000   1
ctableadjust     85 220   0.00000   1
ptableadjust     85 220   0.00000   1
Ufermi           85 220  45.00000   1
cfermi           85 220   5.00000   1
Krotconstant     85 220   1.00000   1
Pshift           85 220   0.00000   2
Pshiftadjust     85 220   0.00000   2
deltaW           85 220   0.60000   2
T                85 220   0.36345   2
E0               85 220  -0.92688   2
Exmatch          85 220   1.89547   2
Tadjust          85 220   1.00000   2
E0adjust         85 220   1.00000   2
Exmatchadjust    85 220   1.00000   2
Ntop             85 220   1   2
Nlow             85 220   0   2
s2adjust         85 220   1.00000   2
ctable           85 220   0.00000   2
ptable           85 220   0.00000   2
ctableadjust     85 220   0.00000   2
ptableadjust     85 220   0.00000   2
Ufermi           85 220  45.00000   2
cfermi           85 220   5.00000   2
Krotconstant     85 220   1.00000   2
Pshift           85 220   0.00000   3
Pshiftadjust     85 220   0.00000   3
deltaW           85 220   0.60000   3
T                85 220   0.36345   3
E0               85 220  -0.94553   3
Exmatch          85 220   1.89553   3
Tadjust          85 220   1.00000   3
E0adjust         85 220   1.00000   3
Exmatchadjust    85 220   1.00000   3
Ntop             85 220   1   3
Nlow             85 220   0   3
s2adjust         85 220   1.00000   3
ctable           85 220   0.00000   3
ptable           85 220   0.00000   3
ctableadjust     85 220   0.00000   3
ptableadjust     85 220   0.00000   3
Ufermi           85 220  45.00000   3
cfermi           85 220   5.00000   3
Krotconstant     85 220   1.00000   3
g                85 220  14.66667
gp               85 220   5.66667
gn               85 220   9.00000
gnadjust         85 220   1.00000
gpadjust         85 220   1.00000
gadjust          85 220   1.00000
Risomer          85 220   1.00000
## parameters: 
##   photon strength function
gamgam           85 220   0.00000
gamgamadjust     85 220   1.00000
etable           85 220   0.00000 E1
ftable           85 220   1.00000 E1
wtable           85 220   1.00000 E1
etableadjust     85 220   0.00000 E1
ftableadjust     85 220   1.00000 E1
wtableadjust     85 220   1.00000 E1
upbendc          85 220 3.50000E-08 M1
upbende          85 220 8.00000E-01 M1
upbendf          85 220 6.00000E+00 M1
upbendcadjust    85 220 1.00000E+00 M1
upbendeadjust    85 220 1.00000E+00 M1
upbendfadjust    85 220 1.00000E+00 M1
sgr              85 220   2.686 M1
egr              85 220   7.326 M1
ggr              85 220   4.000 M1
sgradjust        85 220   1.000 M1
egradjust        85 220   1.000 M1
ggradjust        85 220   1.000 M1
etable           85 220   0.00000 E2
ftable           85 220   1.00000 E2
wtable           85 220   1.00000 E2
etableadjust     85 220   0.00000 E2
ftableadjust     85 220   1.00000 E2
wtableadjust     85 220   1.00000 E2
upbendc          85 220 0.00000E+00 M2
upbende          85 220 0.00000E+00 M2
upbendf          85 220 0.00000E+00 M2
upbendcadjust    85 220 1.00000E+00 M2
upbendeadjust    85 220 1.00000E+00 M2
upbendfadjust    85 220 1.00000E+00 M2
sgr              85 220   0.002 M2
egr              85 220   7.326 M2
ggr              85 220   4.000 M2
sgradjust        85 220   1.000 M2
egradjust        85 220   1.000 M2
ggradjust        85 220   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       85 220   1.00000
vfiscor          85 220   1.00000
rmiufiscor       85 220   1.00000
betafiscoradjust   85 220   1.00000
vfiscoradjust    85 220   1.00000
rmiufiscoradjust   85 220   1.00000
bdamp            85 220   0.01000  1
bdampadjust      85 220   1.00000  1
class2width      85 220   0.20000  1
Rtransmom        85 220   0.60000  1
Rclass2mom       85 220   1.00000  1
bdamp            85 220   0.01000  2
bdampadjust      85 220   1.00000  2
class2width      85 220   0.20000  2
Rtransmom        85 220   1.00000  2
Rclass2mom       85 220   1.00000  2
bdamp            85 220   0.01000  3
bdampadjust      85 220   1.00000  3
Rtransmom        85 220   1.00000  3
Rclass2mom       85 220   1.00000  3
## residual:
##   Z: 85
##   A: 219
##   nuclide: At219 
## parameters: 
##   level density
a                85 219  14.13361
aadjust          85 219   1.00000
gammald          85 219   0.07858
pair             85 219   0.81088
Pshift           85 219   0.00000   0
Pshiftadjust     85 219   0.00000   0
deltaW           85 219   1.49641   0
T                85 219   0.38085   0
E0               85 219  -0.36100   0
Exmatch          85 219   3.20666   0
Tadjust          85 219   1.00000   0
E0adjust         85 219   1.00000   0
Exmatchadjust    85 219   1.00000   0
Ntop             85 219  30   0
Nlow             85 219   2   0
s2adjust         85 219   1.00000   0
ctable           85 219   0.00000   0
ptable           85 219   0.00000   0
ctableadjust     85 219   0.00000   0
ptableadjust     85 219   0.00000   0
Ufermi           85 219  30.00000   0
cfermi           85 219   5.00000   0
Krotconstant     85 219   1.00000   0
Pshift           85 219   0.00000   1
Pshiftadjust     85 219   0.00000   1
deltaW           85 219   1.50000   1
T                85 219   0.38085   1
E0               85 219  -0.41817   1
Exmatch          85 219   3.20934   1
Tadjust          85 219   1.00000   1
E0adjust         85 219   1.00000   1
Exmatchadjust    85 219   1.00000   1
Ntop             85 219   1   1
Nlow             85 219   0   1
s2adjust         85 219   1.00000   1
ctable           85 219   0.00000   1
ptable           85 219   0.00000   1
ctableadjust     85 219   0.00000   1
ptableadjust     85 219   0.00000   1
Ufermi           85 219  45.00000   1
cfermi           85 219   5.00000   1
Krotconstant     85 219   1.00000   1
Pshift           85 219   0.00000   2
Pshiftadjust     85 219   0.00000   2
deltaW           85 219   0.60000   2
T                85 219   0.38085   2
E0               85 219  -0.27538   2
Exmatch          85 219   2.96893   2
Tadjust          85 219   1.00000   2
E0adjust         85 219   1.00000   2
Exmatchadjust    85 219   1.00000   2
Ntop             85 219   1   2
Nlow             85 219   0   2
s2adjust         85 219   1.00000   2
ctable           85 219   0.00000   2
ptable           85 219   0.00000   2
ctableadjust     85 219   0.00000   2
ptableadjust     85 219   0.00000   2
Ufermi           85 219  45.00000   2
cfermi           85 219   5.00000   2
Krotconstant     85 219   1.00000   2
Pshift           85 219   0.00000   3
Pshiftadjust     85 219   0.00000   3
deltaW           85 219   0.60000   3
T                85 219   0.38085   3
E0               85 219  -0.29492   3
Exmatch          85 219   2.96897   3
Tadjust          85 219   1.00000   3
E0adjust         85 219   1.00000   3
Exmatchadjust    85 219   1.00000   3
Ntop             85 219   1   3
Nlow             85 219   0   3
s2adjust         85 219   1.00000   3
ctable           85 219   0.00000   3
ptable           85 219   0.00000   3
ctableadjust     85 219   0.00000   3
ptableadjust     85 219   0.00000   3
Ufermi           85 219  45.00000   3
cfermi           85 219   5.00000   3
Krotconstant     85 219   1.00000   3
g                85 219  14.60000
gp               85 219   5.66667
gn               85 219   8.93333
gnadjust         85 219   1.00000
gpadjust         85 219   1.00000
gadjust          85 219   1.00000
Risomer          85 219   1.00000
## parameters: 
##   photon strength function
gamgam           85 219   0.00000
gamgamadjust     85 219   1.00000
etable           85 219   0.00000 E1
ftable           85 219   1.00000 E1
wtable           85 219   1.00000 E1
etableadjust     85 219   0.00000 E1
ftableadjust     85 219   1.00000 E1
wtableadjust     85 219   1.00000 E1
upbendc          85 219 3.50000E-08 M1
upbende          85 219 8.00000E-01 M1
upbendf          85 219 6.00000E+00 M1
upbendcadjust    85 219 1.00000E+00 M1
upbendeadjust    85 219 1.00000E+00 M1
upbendfadjust    85 219 1.00000E+00 M1
sgr              85 219   2.676 M1
egr              85 219   7.332 M1
ggr              85 219   4.000 M1
sgradjust        85 219   1.000 M1
egradjust        85 219   1.000 M1
ggradjust        85 219   1.000 M1
etable           85 219   0.00000 E2
ftable           85 219   1.00000 E2
wtable           85 219   1.00000 E2
etableadjust     85 219   0.00000 E2
ftableadjust     85 219   1.00000 E2
wtableadjust     85 219   1.00000 E2
upbendc          85 219 0.00000E+00 M2
upbende          85 219 0.00000E+00 M2
upbendf          85 219 0.00000E+00 M2
upbendcadjust    85 219 1.00000E+00 M2
upbendeadjust    85 219 1.00000E+00 M2
upbendfadjust    85 219 1.00000E+00 M2
sgr              85 219   0.002 M2
egr              85 219   7.332 M2
ggr              85 219   4.000 M2
sgradjust        85 219   1.000 M2
egradjust        85 219   1.000 M2
ggradjust        85 219   1.000 M2
##
## parameters: 
##   fission
##
betafiscor       85 219   1.00000
vfiscor          85 219   1.00000
rmiufiscor       85 219   1.00000
betafiscoradjust   85 219   1.00000
vfiscoradjust    85 219   1.00000
rmiufiscoradjust   85 219   1.00000
bdamp            85 219   0.01000  1
bdampadjust      85 219   1.00000  1
class2width      85 219   0.20000  1
Rtransmom        85 219   0.60000  1
Rclass2mom       85 219   1.00000  1
